ENTNM,BONSA_ADDRESS,SCALE,company_kind,group,original_kind
(주)바이더웨이,"서울특별시 중구 소월로 3 (남창동), 롯데손해보험빌딩 7~9층",대기업,체인화편의점,0,(G47122)체인화 편의점
(주)에버다임,충북 진천군 진천읍 부영길 49,대기업,건설채광용기계장비제조업,10,(C29241)건설 및 채광용 기계장비 제조업
삼성화재서비스손해사정(주),"서울특별시 중구 남대문로9길 40 (다동), 와이지빌딩  18층",대기업,손해사정업,10,(K66201)손해 사정업
(주)엠,"서울특별시 마포구 독막로 8길 49(합정동, 유니타워10층)",중견기업,화학물질화학제품도매업,14,(G46739)기타 화학물질 및 화학제품 도매업
(주)피앤텔,"서울특별시 영등포구 선유로 27 (문래동5가), 대륭빌딩  1111호",중견기업,방송무선통신장비제조업,10,(C26420)방송 및 무선 통신장비 제조업
(주)코스트코코리아,경기도 광명시 일직로 40 (일직동),중견기업,대형마트,12,(G47112)대형 마트
푸르지오서비스(주),"서울특별시 종로구 새문안로5길 19 (당주동), 로얄빌딩 1301호",대기업,아파트건설업,12,(F41112)아파트 건설업
(주)한국경제티브이,"서울특별시 영등포구 버드나루로 84 (영등포동7가), 제일빌딩 11층",중견기업,프로그램공급업,0,(J60221)프로그램 공급업
케이비신용정보(주),"서울 용산구 후암로 107 게이트웨이타워 22, 23층",중견기업,신용조사추심대행업,12,(N75993)신용 조사 및 추심 대행업
이데일리(주),"서울특별시 중구 소공로 48 (회현동2가)(회현동 2가, 프라임타워 21층)",중견기업,뉴스제공업,9,(J63910)뉴스 제공업
삼성생명서비스손해사정(주),"서울특별시 영등포구 국회대로 559 (당산동4가), 삼성생명당산동빌딩",대기업,손해사정업,10,(K66201)손해 사정업
(주)아워홈,"서울시 강남구 강남대로 382, 5층~6층",중견기업,기관구내식당업,14,(I56130)기관 구내식당업
국민비투멘(주),"서울특별시 종로구 낙산5길 68 (창신동), 206(수송동,대한재보험빌딩)",중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
(주)아이엠비씨,"서울특별시 마포구 성암로 255 (상암동), 문화방송미디어센터  10층",중견기업,자료처리호스팅포털인터넷정보매개서비스업,10,"(J63100)자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
한화인베스트먼트(주),"서울특별시 강남구 테헤란로 516, 정헌빌딩 2층 (대치동)",대기업,금융투자업,4,(K64209)기타 금융 투자업
(주)싸이버로지텍,서울시 마포구 월드컵북로 396 누리꿈스퀘어 연구개발타워 16층,중견기업,컴퓨터시스템통합자문구축서비스업,0,(J62021)컴퓨터시스템 통합 자문 및 구축 서비스업
공신테크노소닉(주),서울시 양천구 목동동로 233-1,중견기업,전기용기계장비관련기자재도매업,8,(G46595)전기용 기계.장비 및 관련 기자재 도매업
(주)우림맨테크,"서울 영등포구 선유로 70,우리벤처타운2 903호",중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
신한아이타스(주),"서울특별시 영등포구 여의대로 70, 16층,22층(여의도동, 신한금융투자타워)",중견기업,자료처리업,3,(J63111)자료 처리업
한국투자신탁운용(주),서울특별시 영등포구 의사당대로 88 (여의도동),대기업,신탁업집합투자업,14,(K64201)신탁업 및 집합투자업
코리아이플랫폼(주),"서울특별시 강남구 개포로 619 (개포동, 서울강남우체국) 7층",중견기업,전자상거래소매중개업,15,(G47911)전자상거래 소매 중개업
(주)히타치엘지데이터스토리지코리아,서울특별시 금천구 가산디지털1로 189 (가산동),중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
스포츠토토(주),서울특별시 강남구 도산대로 310 (논현동)916빌딩 7층,중견기업,갬블링베팅업,10,(R91249)기타 갬블링 및 베팅업
(주)케이비에스엔,서울특별시 마포구 매봉산로 45(상암동),중견기업,프로그램공급업,0,(J60221)프로그램 공급업
(주)엘지화학,"서울시 영등포구 여의대로 128, LG트윈타워빌딩",대기업,석유화학계기초화학물질제조업,14,(C20111)석유화학계 기초 화학물질 제조업
(주)엘지생활건강,서울시 종로구 새문안로 58,대기업,치약비누세제제조업,14,"(C20422)치약, 비누 및 기타 세제 제조업"
(주)청담씨앤디,"서울특별시 서초구 남부순환로339길 64 (서초동),현우빌딩",중견기업,아파트건설업,12,(F41112)아파트 건설업
강남금융센터(주),"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터), 40층",중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
한국미쓰비시엘리베이터(주),"서울특별시 영등포구 국회대로76길 22 (여의도동,기계산업진흥회)",중견기업,승강기제조업,3,(C29162)승강기 제조업
(주)에스앤아이코퍼레이션,서울특별시 강서구 마곡중앙로 150 (마곡동),대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)삼천리이에스,서울 영등포구 국제금융로6길 42(여의도동) 삼천리빌딩 3층,중견기업,배관난방장치도매업,8,(G46621)배관 및 냉ㆍ난방장치 도매업
(주)삼천리이엔지,서울 영등포구 국제금융로6길42 (여의도동) 삼천리빌딩5층,중견기업,배관난방공사업,12,(F42201)배관 및 냉ㆍ난방 공사업
LG전자(주),서울시 영등포구 여의대로 128 LG트윈타워,대기업,통신방송장비제조업,3,(C26400)통신 및 방송 장비 제조업
케이티커머스(주),서울시 강남구 광평로 47길 28 kt수서지사 4층,대기업,전자상거래소매중개업,15,(G47911)전자상거래 소매 중개업
(주)케이티에스원,"서울특별시 강서구 강서로 466 (등촌동), 우리벤처타운  901호",중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
엔에이치아문디자산운용(주),"서울특별시 영등포구 국제금융로8길 2, 농협문화복지재단빌딩 10층 (여의도동)",대기업,신탁업집합투자업,14,(K64201)신탁업 및 집합투자업
하이로지스틱스(주),서울특별시 영등포구 여의대로 24 (여의도동),중견기업,항공육상화물취급업,7,(H52941)항공 및 육상 화물 취급업
(주)피앤피시큐어,"경기도 성남시 분당구 대왕판교로645번길 16 (삼평동, 플레이뮤지엄)",중견기업,컴퓨터프로그래밍서비스업,0,(J62010)컴퓨터 프로그래밍 서비스업
(주)드림플,서울특별시 영등포구 국제금융로 70 미원빌딩 1805호,중견기업,금속광물도매업,1,(G46722)금속광물 도매업
(주)참마루건설,서울시 영등포구 국제금융로6길 26,중견기업,전문직별공사업,12,(F42000)전문직별 공사업
(주)에이치에스애드,서울특별시 마포구 마포대로 155 LG마포빌딩,대기업,광고대행업,4,(M71310)광고 대행업
코레일유통(주),서울특별시 영등포구 선유로 9 (문래동5가),중견기업,식료품위주종합소매업,10,(G47129)기타 음ㆍ식료품 위주 종합 소매업
(주)한국금융아이티,"서울특별시 영등포구 여의대방로 69길 23, 4층",중견기업,컴퓨터프로그래밍서비스업,0,(J62010)컴퓨터 프로그래밍 서비스업
한국투자밸류자산운용(주),서울특별시 영등포구 의사당대로 88 (여의도동),대기업,신탁업집합투자업,14,(K64201)신탁업 및 집합투자업
우민해운(주),서울특별시 영등포구 여의공원로 111 (여의도동) 태영빌딩,중견기업,내항화물운송업,8,(H50122)내항 화물 운송업
기능대비티엘(주),"서울특별시 영등포구 은행로 29 (여의도동), 정우빌딩",중견기업,항만수로유사구조물건설업,14,"(F41223)항만, 수로, 댐 및 유사 구조물 건설업"
(주)씨나인인피니티기업구조조정부동산투자회사,서울특별시 서초구 강남대로 465 (서초동) 교보타워A동 19층,중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)휴세스,"경기도 수원시 권선구 서수원로 519 (금곡동),성광프라자4층401호~403호",중견기업,발전업,4,(D35110)발전업
(주)윌앤비전,서울특별시 영등포구 당산로41길 11 W동 8층,중견기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
롯데피에스넷(주),"서울특별시 금천구 가산디지털2로 179 (가산동), 롯데센터 6층",대기업,금융지원서비스업,2,(K66199)그 외 기타 금융 지원 서비스업
현대커머셜(주),서울특별시 영등포구 의사당대로 8 (여의도동),대기업,신용카드할부금융업,3,(K64913)신용카드 및 할부금융업
(주)후레쉬서브,경기도 오산시 황새로149번길 3 (누읍동),대기업,도시락류제조업,3,(C10751)도시락류 제조업
(주)푸르밀,서울특별시 영등포구 문래로 60 (문래동6가),중견기업,액상시유낙농제품제조업,14,(C10501)액상시유 및 기타 낙농제품 제조업
씨앤에이치하스피탤러티(주),서울특별시 영등포구 여의대로 8 (여의도동),중견기업,호텔업,8,(I55101)호텔업
나이스신용평가(주),서울특별시 영등포구 국회대로66길 9 (여의도동),중견기업,신용조사추심대행업,12,(N75993)신용 조사 및 추심 대행업
(주)티케이케미칼,"대구광역시 북구 원대로 128 (침산동), 연우빌딩 3층",중견기업,합성섬유제조업,1,(C20501)합성섬유 제조업
(주)인피니티엔피에스제일호위탁관리부동산투자회사,서울특별시 강남구 광평로280 로즈데일빌딩,중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)엔디,"서울특별시 송파구 백제고분로9길 14 (잠실동)(우화빌딩,잠실동)",대기업,정기광고간행물발행업,0,(J58123)정기 광고간행물 발행업
(주)지에스넷비전,"서울특별시 강남구 테헤란로 201(역삼동, 아주빌딩)",대기업,광고업,11,(M71300)광고업
송도파워(주),"서울특별시 종로구 낙산성곽1길 36 (창신동), 9층(수송동, 대림빌딩)",대기업,화력발전업,10,(D35113)화력 발전업
(주)세빛섬,"서울특별시 서초구 올림픽대로 683 (반포동), 1층",대기업,부동산관련서비스업,2,(L68200)부동산 관련 서비스업
(주)엠비씨플레이비,서울특별시 송파구 올림픽로 240 키자니아 4층(잠실동),중견기업,유원지테마파크운영업,10,(R91210)유원지 및 테마파크 운영업
(주)엘지하우시스,서울시 영등포구 국제금융로 10 국제금융센터(One IFC),대기업,건축용플라스틱제품제조업,10,(C22220)건축용 플라스틱제품 제조업
(주)엘지토스템비엠,"충청북도 청주시 청원구 오창읍 과학산업4로 86(각리, (주)엘지토스템비엠)",대기업,금속셔터관련제품제조업,14,"(C25111)금속 문, 창, 셔터 및 관련제품 제조업"
벽산파워(주),서울특별시 구로구 디지털로31길 12,중견기업,건축기술엔지니어링과학기술서비스업,12,"(M72000)건축기술, 엔지니어링 및 기타 과학기술 서비스업"
(주)씨나인제6호기업구조조정부동산투자회사,"서울특별시 마포구 월드컵북로 361 (상암동), DMC이안오피스텔",중견기업,부동산임대공급업,8,(L68100)부동산 임대 및 공급업
(주)한진해운,서울시 영등포구 국제금융로 2길 25 한진해운빌딩,중견기업,해상운송업,3,(H50100)해상 운송업
(주)하이텔레서비스,"서울특별시 영등포구 선유서로 50 (문래동6가), 엘지전자강서빌딩",대기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
(주)화신정공,경상북도 영천시 도남공단3길 96 (도남동),중견기업,자동차차체용신품부품제조업,10,(C30320)자동차 차체용 신품 부품 제조업
네트웍오앤에스(주),"서울특별시 영등포구 선유로 49길 23, 9층",대기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
이큐파트너스(주),서울특별시 강남구 테헤란로 152 강남파이낸스센터 25층 (역삼동),대기업,금융업,11,(K64999)그 외 기타 분류 안된 금융업
(주)와이제이지산개발,서울특별시 영등포구 여의대로 8 (여의도동)여의도파크센터 A-2005,중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
나이스인프라(주),"서울특별시 영등포구 국회대로74길 4 (여의도동), NICE3사옥",중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
세일석유(주),"부산광역시 해운대구 센텀중앙로 90, 401호 (재송동, 큐비이센텀)",중견기업,운송장비용주유소운영업,10,(G47711)운송장비용 주유소 운영업
퍼스트이개발(주),"경기도 파주시 문발로 413-2,(신촌동, 페이토미디어)",중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
교보라이프플래닛생명보험(주),"서울특별시 영등포구 국제금융로6길 11 8층 (여의도동, 삼덕빌딩)",대기업,생명보험업,0,(K65110)생명 보험업
동화엠파크홀딩스(주),인천광역시 서구 염곡로 80 (가좌동),중견기업,지주회사,16,(K64992)지주회사
에이치라인해운(주),서울특별시 종로구 종로1길 42 이마빌딩 8층,중견기업,외항화물운송업,8,(H50112)외항 화물 운송업
(주)대륜테라스빌피에프브이,"서울특별시 강남구 봉은사로 429 (삼성동), 위즈빌딩  6층",중견기업,부동산업,11,(L68000)부동산업
(주)라디안브리스,서울특별시 서초구 서운로 13(중앙로얄오피스텔) 513호,중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
정호건설(주),"서울특별시 영등포구 영등포로35길 10, 308호",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
프로베스트킹덤제일차(주),"서울특별시 영등포구 의사당대로 97 (여의도동), 교보증권빌딩",대기업,금융업,11,(K64999)그 외 기타 분류 안된 금융업
한국투자캐피탈(주),서울특별시 영등포구 의사당대로 88 (여의도동),대기업,여신금융업,8,(K64919)그 외 기타 여신금융업
(주)컴투스,서울시 금천구 가산디지털1로 131 BYC하이시티 A동,중견기업,게임소프트웨어개발공급업,0,(J58210)게임 소프트웨어 개발 및 공급업
(주)대한송유관공사,경기도 성남시 분당구 안양판교로828번길 201 (석운동),대기업,파이프라인운송업,14,(H49500)파이프라인 운송업
(주)한중푸드,서울특별시 강동구 성내로 44 (성내동),중견기업,,10,(C10122)육류 포장육 및 냉동육 가공업 (가금류 제외)
(주)우림씨엔디,경기도 용인시 처인구 중부대로1281번길 10-3 (역북동),중견기업,아파트건설업,12,(F41112)아파트 건설업
모트렉스(주),서울특별시 영등포구 경인로 775 (문래동3가),중견기업,자동차부품판매업,15,(G45000)자동차 및 부품 판매업
피플라이프(주),"서울특별시 동작구 동작대로 81, 남전빌딩 3층 (사당동)",중견기업,보험대리중개업,15,(K66202)보험 대리 및 중개업
한화라이프에셋(주),"서울특별시 동작구 노량진로 100 (노량진동), 기독교텔레비전멀티미디어센터 5층",대기업,보험대리중개업,15,(K66202)보험대리 및 중개업
제이더블유메디칼(주),충청북도 충주시 충주산단1로 73 (용탄동),중견기업,방사선장치제조업,3,(C27111)방사선 장치 제조업
제이더블유홀딩스(주),서울특별시 서초구 남부순환로 2477 (서초동),중견기업,지주회사,16,(K64992)지주회사
(주)제이엠신용정보,서울특별시 서초구 방배로 56,중견기업,신용조사추심대행업,12,(N75993)신용 조사 및 추심 대행업
(주)골드스미스,서울특별시 종로구 종로 139-1 (종로3가) 종로타운 3층,중견기업,시계귀금속제품도매업,8,(G46492)시계 및 귀금속제품 도매업
애터미(주),충청남도 공주시 한적2길 52-101 (금흥동),중견기업,화장품화장용품도매업,8,(G46443)화장품 및 화장용품 도매업
시그네틱스(주),경기도 파주시 탄현면 평화로 711,대기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
(주)호텔그랜드유통,서울특별시 종로구 청계천로 117 (관수동),중견기업,대형마트,12,(G47112)대형 마트
대상(주),서울특별시 동대문구 천호대로 26 (신설동) 96-48,중견기업,조미료식품첨가물제조업,3,(C10740)조미료 및 식품 첨가물 제조업
(주)KBS비즈니스,서울시 강서구 공항대로 376,중견기업,종합스포츠시설운영업,8,(R91131)종합 스포츠시설 운영업
(주)백광소재,서울시 강서구 공항대로 467(등촌동) 송원빌딩 6층,중견기업,석회플라스터제조업,14,(C23312)석회 및 플라스터 제조업
(주)남영전구,서울특별시 강서구 공항대로 467 (등촌동),중견기업,전구램프제조업,3,(C28410)전구 및 램프 제조업
서울도시가스(주),서울특별시 강서구 공항대로 607 (염창동),중견기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
한국공항(주),서울특별시 강서구 양천로 13 (방화동),대기업,항공운송지원서비스업,2,(H52939)기타 항공 운송지원 서비스업
선창산업(주),인천광역시 중구 월미로 96 (북성동1가)(북성동 1가),중견기업,박판합판유사적층판제조업,10,"(C16211)박판, 합판 및 유사 적층판 제조업"
케이에이치에너지(주),"서울특별시 강서구 방화대로21길 72 (공항동),범천빌딩",중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
한국에스엠씨공압(주),서울시 영등포구 국회대로 62길 14 (여의도동) 스카우트빌딩 8층,중견기업,유압기기제조업,14,(C29120)유압기기 제조업
에이스건설(주),서울시 영등포구 경인로 775 에이스하이테크시티 2동 401호,중견기업,비주거용건물건설업,8,(F41120)비주거용 건물 건설업
(주)에스비에스골프,서울 마포구 상암산로 82 SBS프리즘타워,중견기업,프로그램공급업,0,(J60221)프로그램 공급업
남광건설산업(주),"제주특별자치도 제주시 서사로 154 (삼도일동),한라일보사2층",대기업,아파트건설업,12,(F41112)아파트 건설업
유나이티드파슬서비스코리아(주),서울특별시 영등포구 문래로 94-3 (문래동3가),중견기업,육상운송지원서비스업,12,(H52919)기타 육상 운송지원 서비스업
한국미쓰비시전기오토메이션(주),서울특별시 강서구 양천로57길 10-10 (가양동),중견기업,전기용기계장비관련기자재도매업,8,(G46595)전기용 기계.장비 및 관련 기자재 도매업
한국트럼프지엠비에이취(주),서울시 마포구 월드컵북로 56길 12 트루텍빌딩 7층,중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
(주)부영엔터테인먼트,"서울특별시 양천구 목동동로 411 (목동, 부영그린타운3차)아파트",대기업,배관난방공사업,12,(F42201)배관 및 냉·난방 공사업
휴림로봇(주),충남 천안시 서북구 직산읍 4산단6길 27,중견기업,산업용로봇제조업,3,(C29280)산업용 로봇 제조업
지이오더불유에스코리아(주),경기도 김포시 대곶면 천호로 210(김포항공산업단지),중견기업,일반기계장비수리업,10,(C34019)기타 일반 기계 및 장비 수리업
(주)항공종합서비스,서울특별시 강서구 오정로 576 (공항동),대기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
서울에너지자원(주),서울특별시 강서구 공항대로 607 (염창동),중견기업,원유천연가스채굴업,10,(B05200)원유 및 천연가스 채굴업
(주)KAL호텔네트워크,"서울특별시 강서구 하늘길 260 (공항동), 대한항공",대기업,호텔업,8,(I55101)호텔업
(주)지오영,서울특별시 서대문구 성산로 321 (연희동),중견기업,의약품도매업,15,(G46441)의약품 도매업
(주)성주디앤디,서울특별시 강남구 테헤란로8길 21 (역삼동)신원빌딩10층,중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
(주)에어코리아,인천광역시 중구 공항로424번길 47 (운서동),대기업,항공운송업,2,(H51000)항공 운송업
엘앤피코스메틱(주),"서울특별시 강서구 강서로 466 지층 비101호(등촌동, 우리벤처타운)",중견기업,화장품화장용품도매업,8,(G46443)화장품 및 화장용품 도매업
에스씨지솔루션즈(주),"서울특별시 동작구 노량진로 74 (대방동), 유한양행빌딩",중견기업,컴퓨터주변장치소프트웨어도매업,0,"(G46510)컴퓨터 및 주변장치, 소프트웨어 도매업"
동화약품(주),"서울특별시 중구 후암로 98 (남대문로5가), 19층",중견기업,완제의약품제조업,3,(C21210)완제 의약품 제조업
(주)서울PMC,"서울특별시 중구 통일로2길 16 (순화동), 에이아이에이타워  21층",대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
중앙일보(주),"서울특별시 중구 서소문로 100 (서소문동), 중앙일보구관",중견기업,신문발행업,7,(J58121)신문 발행업
한국후지제록스(주),서울특별시 중구 서소문로11길 19,중견기업,사무용기계장비제조업,10,(C29180)사무용 기계 및 장비 제조업
동화산업(주),서울특별시 중구 서소문로 106 (서소문동),중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
CJ대한통운(주),서울시 중구 세종대로9길 53 대한통운빌딩,대기업,도로화물운송업,8,(H49300)도로 화물 운송업
(주)한국경제신문,서울특별시 중구 청파로 463 (중림동),중견기업,신문발행업,7,(J58121)신문 발행업
사조산업(주),서울특별시 서대문구 통일로 107-39 (충정로2가)사조산업빌딩 5층,중견기업,원양어업,9,(A03111)원양 어업
(주)한양,"인천시 남동구 미래로 14, 201호(구월동,일류빌딩)",중견기업,도로건설업,9,(F41221)도로 건설업
(주)대한항공,서울시 강서구 하늘길 260,대기업,항공여객운송업,12,(H51100)항공 여객 운송업
(주)한컴,"서울특별시 중구 세종대로 92 (태평로2가), 한화금융센터-태평로",대기업,광고대행업,4,(M71310)광고 대행업
한국필립모리스(주),"서울특별시 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) 25층",중견기업,담배도매업,15,(G46333)담배 도매업
(주)와이엠에스에이,대구광역시 동구 동대구로 461 (신천동),중견기업,직물도매업,15,(G46742)직물 도매업
(주)영원아웃도어,경기도 성남시 중원구 광명로 293 (금광동),중견기업,남자용겉옷제조업,10,(C14111)남자용 겉옷 제조업
삼성에스디에스(주),서울시 송파구 올림픽로 35길 125 (신천동),대기업,컴퓨터시스템통합자문구축관리업,0,"(J62020)컴퓨터시스템 통합 자문, 구축 및 관리업"
글로웨이(주),서울특별시 서초구 방배로 16,중견기업,비주거용건물건설업,8,(F41129)기타 비주거용 건물 건설업
진양AMC(주),"서울특별시 서대문구 경기대로 47 (충정로2가), 진양빌딩 8층",중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
한국남방개발(주),서울특별시 중구 무교로 32 효령빌딩 904호,중견기업,일반건축자재도매업,8,(G46610)일반 건축자재 도매업
고려종합국제운송(주),서울특별시 중구 서소문로 89 순화빌딩 10층,중견기업,통관대리관련서비스업,12,(H52991)통관 대리 및 관련서비스업
(주)문화일보,서울특별시 중구 새문안로 22 (충정로1가),중견기업,신문발행업,7,(J58121)신문 발행업
(주)대림코퍼레이션,서울특별시 중구 세종대로 39 11층 (주)대림코퍼레이션,대기업,화학물질화학제품도매업,14,(G46739)기타 화학물질 및 화학제품 도매업
제이씨현시스템(주),"서울시 용산구 새창로45길 74, 제이씨현빌딩",중견기업,컴퓨터주변장치소프트웨어도매업,0,"(G46510)컴퓨터 및 주변장치, 소프트웨어 도매업"
KPX케미칼(주),서울시 마포구 마포대로 137 KPX빌딩 17층,중견기업,석탄화학계화합물기초유기화학물질제조업,8,(C20119)석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
한화화인케미칼(주),전라남도 여수시 여수산단2로 46-47 (월하동),중견기업,기초유기화학물질제조업,8,(C20119)기타 기초유기화학물질 제조업
(주)신한데이타시스템,서울시 중구 남대문로10길 29 신한은행 백년관,중견기업,시스템소프트웨어개발공급업,0,(J58221)시스템 소프트웨어 개발 및 공급업
(주)에스비씨케이,서울특별시 강남구 학동로31길 12,중견기업,응용소프트웨어개발공급업,0,(J58222)응용 소프트웨어 개발 및 공급업
효성트랜스월드(주),"서울시 마포구 마포대로92, A동3층(도화동, 효성해링턴스퀘어)",대기업,통관대리관련서비스업,12,(H52991)통관 대리 및 관련서비스업
(주)유베이스,서울특별시 용산구 한강대로38길 37(용산동5가),중견기업,일반기계장비수리업,10,(C34019)기타 일반 기계 및 장비 수리업
한국항공우주산업(주),경남 사천시 사남면 공단1로 78,중견기업,유인항공기항공우주선보조장치제조업,14,"(C31311)유인 항공기, 항공우주선 및 보조장치 제조업"
(주)이수앱지스,"경기도 성남시 분당구 대왕판교로712번길 22 (삼평동), 글로벌알앤디센터  씨동 5층",중견기업,의료용품의약관련제품제조업,10,(C21300)의료용품 및 기타 의약 관련제품 제조업
(주)오픈인텔렉스,서울특별시 강남구 언주로 620 (논현동),중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)케이앤테크노밸리,서울시 강남구 선릉로 89길 9 선릉타워 7층 (역삼동 708-24),중견기업,비주거용건물개발공급업,7,(L68122)비주거용 건물 개발 및 공급업
KPX홀딩스(주),서울특별시 마포구 마포대로 137 (공덕동) KPX빌딩 19층,중견기업,지주회사,16,(K64992)지주회사
디앤디파트너스(주),서울특별시 서대문구 연희로 142 대림통상빌딩 7층,중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
린나이플러스(주),서울시 영등포구 양산로43,중견기업,가전제품부품도매업,15,(G46521)가전제품 및 부품 도매업
(주)지오영네트웍스,서울특별시 서대문구 성산로 321 (연희동),중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
(주)케이티샛,서울특별시 강남구 테헤란로 422 kt타워 14층,대기업,무선위성통신업,10,(J61220)무선 및 위성 통신업
(주)종근당,"서울특별시 서대문구 서소문로 43-8 (합동, 충정로SK뷰아파트)(충정로 3가)  종근당빌딩",중견기업,완제의약품제조업,3,(C21210)완제 의약품 제조업
남양약품(주),서울특별시 영등포구 양평로30길 22 (양평동6가),중견기업,의약품도매업,15,(G46441)의약품 도매업
(주)안연케어,서울특별시 서대문구 연희로 135 (연희동),중견기업,의약품도매업,15,(G46441)의약품 도매업
(주)레드캡투어,서울시 중구 을지로 100 파인에비뉴 비동 19층,중견기업,여행사업,9,(N75210)여행사업
(주)밀레에델바이스홀딩스,서울특별시 마포구 월드컵북로 402 KGIT빌딩 14층,중견기업,남자용겉옷제조업,10,(C14111)남자용 겉옷 제조업
화인디피아(주),"경기도 이천시 구만리로 177 (진리동), 4층",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
(주)현대쇼핑,서울특별시 서대문구 신촌로 83 (창천동),대기업,백화점,13,(G47111)백화점
서울반도체(주),경기도 안산시 단원구 산단로 163번길 97-11,중견기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
두송건설(주),"서울특별시 서초구 서초대로78길 48, 14층(서초동)",중견기업,콘크리트철근공사업,4,(F42132)콘크리트 및 철근 공사업
(주)현대에이치씨엔,"서울특별시 서초구 반포대로 19 (서초동), 에이치씨엔빌딩",대기업,텔레비전방송업,3,(J60200)텔레비전 방송업
(주)다인정공,경기도 시흥시 군자천로185번길 67 (정왕동)시화공단 2다 705,중견기업,호환성공구제조업,3,(C25934)톱 및 호환성 공구 제조업
(주)대교,서울특별시 관악구 보라매로3길 23 (봉천동)(보라매동 729-21)  대교타워,중견기업,초등교육기관,7,(P85100)초등 교육기관
(주)웹젠온네트,"경기도 성남시 분당구 판교로 323 (삼평동), 벤처포럼빌딩6층",중견기업,온라인모바일게임소프트웨어개발공급업,0,(J58211)온라인·모바일 게임 소프트웨어 개발 및 공급업
오스템임플란트(주),서울시 금천구 가산디지털 2로 123 월드메르디앙벤처센터 2차 8층,중견기업,치과용기기제조업,10,(C27191)치과용 기기 제조업
(주)대교씨엔에스,"서울특별시 관악구 보라매로3길 23 (봉천동,대교빌딩9층)",중견기업,통신판매업,15,(G47919)기타 통신 판매업
(주)도루코,경기도 용인시 처인구 경안천로 350 (고림동)(본) 서초구 지점,중견기업,날붙이제조업,3,(C25931)날붙이 제조업
(주)에이팩인베스터스,"서울특별시 마포구 양화로 지하 45 (합정동)(서교동, 세아타워 23층)",중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)서연,"서울특별시 강남구 강남대로 330 (역삼동),3층",중견기업,지주회사,16,(K64992)지주회사
(주)귀뚜라미에너지,서울특별시 구로구 경인로46길 51 (고척동),중견기업,연료용가스제조배관공급업,0,(D35200)연료용 가스 제조 및 배관공급업
(주)종근당홀딩스,서울특별시 서대문구 충정로 8 (충정로3가),중견기업,지주회사,16,(K64992)지주회사
(주)세아베스틸,"서울시 마포구 양화로 45 세아타워 28,29층",중견기업,제철제강합금철제조업,14,"(C24110)제철, 제강 및 합금철 제조업"
애경유지공업(주),서울특별시 구로구 구로중앙로 152 (구로동),중견기업,백화점,13,(G47111)백화점
지에스네오텍(주),서울 구로구 경인로 576(구로동),대기업,일반전기공사업,4,(F42311)일반전기 공사업
엘에스오토모티브(주),경기도 안산시 단원구 산단로 31 (원시동),대기업,자동차트레일러제조업,3,(C30000)자동차 및 트레일러 제조업
